2	174773867	7
2	174778110	7
3	174778406	10
4	174777706	11
4	174777942	11
5	174777728	7
5	174778322	7
6	174778458	8
6	174777524	8
7	174777720	11
7	174778328	11
9	174777798	9
12	174774188	9
12	174778494	9
13	174778168	9
13	174777928	9
14	174778348	11
15	174777616	8
15	174777404	8
19	174773358	14
19	174774048	14
20	174778120	9
23	174777828	11
23	174778328	11
25	174773486	14
25	174774072	14
26	174778016	9
27	174778446	13
29	174773442	9
29	174777464	9
30	174778482	7
30	174778024	7
32	174778248	8
32	174778230	8
33	174778166	13
33	174778100	13
34	174773380	11
34	174773432	11
36	174777686	12
37	174773998	11
37	174778576	11
40	174778186	14
41	174777446	8
41	174778554	8
42	174778138	7
43	174777584	13
44	174773554	11
44	174778032	11
46	174777432	9
46	174778272	9
47	174773638	12
47	174778110	12
48	174773755	7
48	174778118	7
49	174773588	14
49	174778354	14
50	174773998	14
51	174778104	7
51	174778550	7
56	174778532	11
56	174777506	11
57	174778466	10
58	174773500	13
58	174778118	13
60	174774056	8
60	174773849	8
61	174778356	9
61	174777942	9
62	174778104	9
62	174777458	9
63	174778572	7
64	174777958	14
65	174777706	9
65	174778308	9
66	174777792	10
66	174777936	10
67	174778138	13
71	174778174	11
71	174778230	11
75	174774372	14
75	174773574	14
79	174777390	8
81	174778464	10
81	174778498	10
86	174778094	10
86	174778334	10
87	174773998	14
89	174773855	10
89	174774120	10
90	174777480	11
90	174777928	11
92	174777772	12
95	174773408	8
95	174773907	8
97	174777428	12
98	174778248	12
98	174777680	12
99	174773867	10
99	174778222	10
101	174778492	12
102	174777584	8
104	174778356	8
104	174778212	8
105	174777906	8
106	174777722	11
106	174777992	11
109	174778446	13
110	174777582	9
112	174777590	13
113	174777506	8
114	174778034	8
114	174778046	8
115	174778192	14
117	174778034	13
117	174778024	13
118	174777754	9
118	174778394	9
120	174778006	8
122	174778138	12
123	174777468	14
123	174777524	14
124	174777694	8
124	174777832	8
125	174777802	9
128	174777390	8
129	174778210	10
130	174777648	10
130	174778212	10
132	174778086	13
133	174777924	14
133	174778066	14
134	174777786	7
134	174778078	7
137	174778412	10
137	174778456	10
139	174777720	7
142	174774248	13
142	174773456	13
143	174777472	10
143	174777404	10
144	174773825	14
144	174777448	14
145	174774022	14
145	174777738	14
148	174778178	9
150	174773917	8
150	174777930	8
152	174777924	9
152	174777680	9
153	174778324	9
156	174778120	14
157	174778196	7
158	174773600	11
158	174778218	11
160	174777482	13
160	174778316	13
161	174778360	8
162	174778546	9
163	174778184	14
163	174778562	14
164	174774058	12
164	174778066	12
167	174773636	12
167	174773432	12
172	174777456	11
172	174778498	11
173	174777662	12
175	174773646	12
175	174774120	12
179	174773592	11
179	174774204	11
183	174777496	13
184	174774014	10
184	174778032	10
185	174773328	8
185	174773340	8
187	174777472	12
187	174777814	12
188	174773809	12
188	174773853	12
189	174777670	13
191	174778482	9
191	174777942	9
193	174777438	9
193	174777814	9
197	174778422	14
197	174778334	14
198	174774022	10
198	174778534	10
200	174777962	12
200	174777942	12
201	174773640	8
201	174777784	8
202	174778180	7
202	174778508	7
203	174778414	12
203	174777714	12
204	174777900	12
204	174778376	12
205	174778132	7
206	174777598	13
208	174774442	7
208	174778456	7
209	174774014	14
209	174778024	14
210	174778068	12
213	174777390	9
214	174777514	9
214	174778164	9
215	174778340	9
215	174777464	9
218	174777674	10
218	174777656	10
221	174773664	10
221	174773889	10
223	174778174	13
223	174778286	13
224	174778542	13
225	174773380	9
225	174774210	9
226	174778058	14
226	174777832	14
232	174774050	12
232	174773574	12
234	174778590	13
235	174773813	14
235	174778444	14
236	174773891	11
236	174773536	11
237	174778000	9
239	174777626	9
241	174778128	8
244	174774056	9
244	174774048	9
245	174777518	12
246	174778488	10
247	174778578	13
247	174777410	13
248	174777758	7
248	174778494	7
249	174777772	8
252	174777468	11
252	174778008	11
253	174778012	8
258	174773636	13
258	174774078	13
262	174777662	14
263	174778504	11
264	174777986	11
264	174778544	11
265	174777958	12
266	174773867	7
266	174777592	7
267	174773486	7
267	174773741	7
268	174777838	9
269	174777924	10
269	174778172	10
274	174778132	8
277	174774376	14
277	174773512	14
278	174773855	11
278	174773320	11
279	174778086	9
280	174778052	8
280	174778508	8
281	174774472	14
281	174778066	14
282	174778104	14
282	174778584	14
284	174773544	14
284	174778024	14
285	174774472	10
285	174777800	10
286	174777998	7
287	174773700	13
287	174778032	13
288	174777670	7
291	174778044	14
291	174777752	14
293	174778034	8
293	174777938	8
294	174778044	12
294	174778280	12
295	174778036	14
295	174778268	14
299	174773821	8
299	174777984	8
300	174773592	10
300	174774256	10
303	174777706	7
303	174778574	7
304	174777548	11
304	174777816	11
305	174774404	8
305	174778170	8
306	174778026	11
307	174778168	14
307	174778568	14
308	174778210	9
309	174778590	8
316	174778248	11
316	174777688	11
317	174778180	10
317	174777682	10
318	174774144	13
318	174774256	13
321	174777972	8
322	174777686	14
323	174777998	7
325	174773975	81
327	174773498	10
327	174777474	10
330	174777596	14
330	174777854	14
332	174778506	14
334	174777664	9
334	174778420	9
336	174778220	11
337	174773909	13
337	174773464	13
340	174778128	10
341	174773733	7
341	174774256	7
343	174777472	14
343	174777496	14
344	174773919	14
344	174778354	14
345	174774188	8
345	174778574	8
347	174778204	10
