1	174781120	14
3	174777718	10
8	174780607	7
8	174781327	7
9	174777660	9
10	174780718	12
10	174781315	12
11	174780377	7
11	174781279	7
14	174778262	11
16	174781399	7
16	174780978	7
17	174781020	12
17	174780686	12
18	174778468	13
18	174780820	13
20	174777430	9
21	174781307	10
21	174781413	10
22	174780395	12
22	174780696	12
24	174777872	8
24	174781175	8
26	174778002	9
27	174777594	13
28	174777844	9
28	174780904	9
31	174780684	11
31	174781543	11
35	174777834	10
35	174778270	10
36	174778330	12
38	174780744	14
38	174780870	14
39	174777702	10
39	174781229	10
40	174778074	14
42	174777960	7
43	174778002	13
45	174780503	8
45	174780968	8
50	174777808	14
52	174780413	14
52	174781515	14
53	174780770	12
53	174780463	12
54	174781499	11
54	174781527	11
55	174777762	14
55	174781191	14
57	174778150	10
59	174777676	14
59	174781181	14
63	174778538	7
64	174777840	14
67	174778254	13
68	174780808	12
68	174781181	12
69	174781207	9
69	174781215	9
70	174778540	14
70	174778434	14
72	174780864	11
72	174780575	11
73	174781098	10
73	174781293	10
74	174780649	9
74	174780587	9
76	174778408	14
76	174777604	14
77	174780764	13
77	174780824	13
78	174777892	9
78	174780445	9
79	174777578	8
80	174780439	10
80	174780686	10
82	174778276	8
82	174778156	8
83	174781415	8
83	174780463	8
84	174778224	7
84	174781389	7
85	174780601	7
85	174781325	7
87	174778214	14
88	174780627	14
88	174780698	14
91	174780443	11
91	174780984	11
92	174777578	12
93	174780750	7
93	174780457	7
94	174780692	14
94	174781046	14
96	174777508	14
96	174780904	14
97	174777522	12
100	174778424	12
100	174781131	12
101	174777960	12
102	174778366	8
103	174781143	13
103	174781379	13
105	174777434	8
107	174781135	8
107	174781515	8
108	174777396	12
108	174780900	12
109	174778510	13
110	174778538	9
111	174780976	10
111	174780870	10
112	174777536	13
115	174777504	14
116	174780493	8
116	174780892	8
119	174780684	13
119	174780663	13
120	174778588	8
121	174780437	14
121	174780587	14
122	174778158	12
125	174777846	9
126	174780808	8
126	174781315	8
127	174780503	14
127	174781349	14
128	174778384	8
129	174778214	10
131	174780559	8
131	174781379	8
132	174778004	13
135	174777834	10
135	174777502	10
136	174780589	13
136	174781008	13
138	174778408	9
138	174777946	9
139	174778090	7
140	174777762	8
140	174780894	8
141	174780846	11
141	174780535	11
146	174780842	12
146	174781519	12
147	174781365	14
147	174781191	14
148	174777960	9
149	174780898	9
149	174781543	9
151	174777508	9
151	174781537	9
153	174777578	9
154	174778226	8
154	174777572	8
155	174781062	14
155	174780998	14
156	174777980	14
157	174777736	7
159	174777844	14
159	174781353	14
161	174777406	8
162	174778330	9
165	174780856	10
166	174777850	11
166	174777950	11
168	174781405	12
168	174780663	12
169	174781365	8
169	174780421	8
170	174780898	13
170	174781347	13
171	174781351	8
171	174780587	8
173	174777466	12
174	174778234	8
174	174781018	8
176	174780948	9
176	174780716	9
177	174781423	10
177	174780411	10
178	174781309	7
178	174781255	7
180	174777742	13
180	174781451	13
181	174778274	14
181	174780758	14
182	174781365	13
182	174780780	13
186	174780888	9
186	174781267	9
190	174780377	7
190	174781293	7
192	174777742	14
192	174781235	14
194	174781553	13
194	174780619	13
195	174778388	8
195	174777522	8
196	174777718	12
199	174777826	7
199	174777502	7
205	174777858	7
206	174778002	13
207	174777620	8
207	174780930	8
210	174777554	12
211	174777952	8
211	174781006	8
212	174781479	7
212	174781273	7
213	174777858	9
216	174781116	12
216	174781267	12
217	174777522	11
219	174778392	14
219	174780826	14
220	174780846	12
220	174780523	12
222	174780577	9
222	174780814	9
224	174777610	13
227	174777856	10
227	174780974	10
228	174780860	7
228	174780541	7
229	174777418	12
229	174781529	12
230	174781495	12
230	174781106	12
231	174781062	7
231	174781547	7
233	174781475	13
233	174780802	13
234	174777778	13
237	174777960	9
238	174778410	14
238	174777884	14
239	174777716	9
240	174781367	14
240	174780457	14
241	174777430	8
242	174777872	12
242	174780968	12
243	174777702	14
243	174781006	14
245	174777470	12
246	174777594	10
249	174778146	8
250	174781467	10
250	174781391	10
251	174777402	13
251	174780381	13
253	174777840	8
254	174781457	11
254	174781229	11
255	174778372	13
255	174781407	13
256	174780601	14
256	174780587	14
257	174781137	11
257	174781046	11
259	174780956	8
259	174780978	8
260	174781135	14
260	174781008	14
261	174780389	7
261	174780980	7
262	174777716	14
263	174778588	11
265	174777660	12
268	174778156	9
270	174777666	14
270	174780579	14
271	174780475	14
271	174781068	14
272	174777880	11
272	174780698	11
273	174780641	8
273	174780541	8
274	174777716	8
275	174781415	10
275	174781413	10
276	174777990	14
276	174780970	14
279	174777736	9
283	174780770	10
283	174781026	10
286	174777470	7
288	174777704	7
289	174780631	11
289	174781447	11
290	174780601	12
290	174780495	12
292	174780631	13
292	174780824	13
296	174780433	13
296	174780736	13
297	174778206	9
297	174777640	9
298	174780503	9
298	174781537	9
301	174781207	11
301	174780643	11
302	174781139	11
302	174781531	11
308	174777818	9
309	174777462	8
310	174780353	9
310	174780772	9
311	174781239	8
311	174781225	8
312	174778454	13
312	174777770	13
313	174781367	8
313	174781125	8
314	174780828	10
314	174781437	10
315	174780439	8
315	174781539	8
319	174780864	10
319	174781046	10
320	174777494	9
320	174777846	9
321	174777652	8
322	174778214	14
323	174778430	7
324	174780601	11
324	174781391	11
326	174780447	9
326	174781100	9
328	174778410	13
329	174781351	8
329	174781325	8
331	174781098	11
331	174780998	11
332	174777470	14
333	174781307	11
333	174781433	11
335	174780561	8
336	174777840	11
338	174778224	14
338	174780609	14
339	174780740	14
339	174780696	14
340	174777462	10
342	174778278	7
342	174777846	7
346	174781137	8
346	174780523	8
347	174778430	10
348	174778060	7
350	174781553	9
350	174780561	9
351	174778090	14
352	174780986	7
