1	174781120	14
2	174773867	7
2	174778110	7
3	174778406	10
3	174777718	10
4	174777706	11
4	174777942	11
5	174777728	7
5	174778322	7
6	174778458	8
6	174777524	8
7	174777720	11
7	174778328	11
8	174780607	7
8	174781327	7
9	174777798	9
9	174777660	9
10	174780718	12
10	174781315	12
11	174780377	7
11	174781279	7
12	174774188	9
12	174778494	9
13	174778168	9
13	174777928	9
14	174778348	11
14	174778262	11
15	174777616	8
15	174777404	8
16	174781399	7
16	174780978	7
17	174781020	12
17	174780686	12
18	174778468	13
18	174780820	13
19	174773358	14
19	174774048	14
20	174778120	9
20	174777430	9
21	174781307	10
21	174781413	10
22	174780395	12
22	174780696	12
23	174777828	11
23	174778328	11
24	174777872	8
24	174781175	8
25	174773486	14
25	174774072	14
26	174778016	9
26	174778002	9
27	174778446	13
27	174777594	13
28	174777844	9
28	174780904	9
29	174773442	9
29	174777464	9
30	174778482	7
30	174778024	7
31	174780684	11
31	174781543	11
32	174778248	8
32	174778230	8
33	174778166	13
33	174778100	13
34	174773380	11
34	174773432	11
35	174777834	10
35	174778270	10
36	174777686	12
36	174778330	12
37	174773998	11
37	174778576	11
38	174780744	14
38	174780870	14
39	174777702	10
39	174781229	10
40	174778186	14
40	174778074	14
41	174777446	8
41	174778554	8
42	174778138	7
42	174777960	7
43	174777584	13
43	174778002	13
44	174773554	11
44	174778032	11
45	174780503	8
45	174780968	8
46	174777432	9
46	174778272	9
47	174773638	12
47	174778110	12
48	174773755	7
48	174778118	7
49	174773588	14
49	174778354	14
50	174773998	14
50	174777808	14
51	174778104	7
51	174778550	7
52	174780413	14
52	174781515	14
53	174780770	12
53	174780463	12
54	174781499	11
54	174781527	11
55	174777762	14
55	174781191	14
56	174778532	11
56	174777506	11
57	174778466	10
57	174778150	10
58	174773500	13
58	174778118	13
59	174777676	14
59	174781181	14
60	174774056	8
60	174773849	8
61	174778356	9
61	174777942	9
62	174778104	9
62	174777458	9
63	174778572	7
63	174778538	7
64	174777958	14
64	174777840	14
65	174777706	9
65	174778308	9
66	174777792	10
66	174777936	10
67	174778138	13
67	174778254	13
68	174780808	12
